0,0.0,0,,,0,7
1,440.3,440.3,,,1.2,3
2,342.6,342.6,,,1.3,18
3,333.2,333.2,,,1.4,15
4,325.0,325,,,1.5,14
5,240.1,240.1,,,1.6,12
6,138.3,138.2,,,1.7,10
7,96.1,96.1,,,1.8,9
8,73.6,73.6,,,1.9,9
9,59.7,59.6,,,2,7
10,50.2,50.2,,,2.1,7
11,43.3,43.2,,,2.2,6
12,38.1,38,,,2.3,6
13,34.0,33.9,,,2.4,5
14,30.6,30.6,,,2.5,5
15,27.9,27.9,,,2.6,5
16,25.7,25.6,,,2.7,4
17,23.7,23.7,,,2.8,4
18,22.1,22,,,2.9,3
19,20.6,20.6,,,3,4
20,19.3,19.3,,,3.1,3
21,18.2,18.2,,,3.2,3
22,17.2,17.2,,,3.3,3
23,16.3,16.3,,,3.4,3
24,15.5,15.5,,,3.5,2
25,14.8,14.7,,,3.6,2
26,14.1,14.1,,,3.7,3
27,13.5,13.5,,,3.8,2
28,13.0,12.9,,,3.9,2
29,12.5,12.4,,,4,2
30,12.0,11.9,,,4.1,2
31,11.6,11.5,,,4.2,1
32,11.1,11.1,,,4.3,2
33,10.8,10.7,,,4.4,2
34,10.4,10.4,,,4.5,1
35,10.1,10,,,4.6,2
36,9.8,9.7,,,4.7,1
37,9.5,9.4,,,4.8,3
38,9.2,9.1,,,4.9,7
39,8.9,8.9,,,5,5
40,8.7,8.6,,,5.1,5
41,8.5,8.4,,,5.2,5
42,8.2,8.2,,,5.3,4
43,8.0,8,,,5.4,5
44,7.8,7.8,,,5.5,4
45,7.6,7.6,,,5.6,4
46,7.5,7.4,,,5.7,5
47,7.3,7.2,,,5.8,4
48,7.1,7.1,,,5.9,3
49,7.0,6.9,,,6,4
50,6.8,6.8,,,6.1,4
51,6.7,6.6,,,6.2,4
52,6.5,6.5,,,6.3,2
53,6.4,6.4,,,6.4,4
54,6.3,6.2,,,6.5,3
55,6.2,6.1,,,6.6,4
56,6.0,6,,,6.7,2
57,5.9,5.9,,,6.8,3
58,5.8,5.8,,,6.9,3
59,5.7,5.7,,,7,2
60,5.6,5.6,,,7.1,3
61,5.5,5.5,,,7.2,3
62,5.4,5.4,,,7.3,2
63,5.3,5.3,,,7.4,3
64,5.2,5.2,,,7.5,2
65,5.1,5.1,,,7.6,3
66,5.1,5,,,7.7,2
67,5.0,4.9,,,7.8,2
68,4.9,4.9,,,7.9,2
69,4.8,4.8,,,8,3
70,4.8,4.7,,,8.1,1
71,4.7,4.6,,,8.2,3
72,4.6,4.6,,,8.3,1
73,4.6,4.5,,,8.4,3
74,4.5,4.4,,,8.5,1
75,4.4,4.4,,,8.6,2
76,4.4,4.3,,,8.7,2
77,4.3,4.3,,,8.8,1
78,4.3,4.2,,,8.9,2
79,4.2,4.1,,,9,2
80,4.1,4.1,,,9.1,2
81,4.1,4,,,9.2,1
82,4.0,4,,,9.3,1
83,4.0,3.9,,,9.4,3
84,3.9,3.9,,,9.5,1
85,3.9,3.8,,,9.6,1
86,3.8,3.8,,,9.7,2
87,3.8,3.7,,,9.8,1
88,3.7,3.7,,,9.9,1
89,3.7,3.7,,,10,2
90,3.7,3.6,,,10.1,1
91,3.6,3.6,,,10.2,1
92,3.6,3.5,,,10.3,1
93,3.5,3.5,,,10.4,2
94,3.5,3.4,,,10.5,1
95,3.5,3.4,,,10.6,1
96,3.4,3.4,,,10.7,2
97,3.4,3.3,,,10.8,1
98,3.3,3.3,,,11,1
99,3.3,3.3,,,11.1,2
100,3.3,3.2,,,11.2,1
101,3.2,3.2,,,11.3,1
102,3.2,3.2,,,11.4,1
