137,10.4125352253,10.4,,,19.6,1
138,10.3341139461,10.3,,,19.7,1
139,10.2567495104,10.2,,,19.8,1
140,10.1803240691,10.1,,,19.9,1
141,10.1031084357,10.1,,,20,1
142,10.0290895836,10,,,20.1,2
143,9.9558216886,9.9,,,20.3,1
144,9.8824354183,9.8,,,20.4,2
145,9.811608096,9.8,,,20.5,1
146,9.740229786,9.7,,,20.7,2
147,9.6724879498,9.6,,,20.8,1
148,9.6048393859,9.6,,,21,2
149,9.53700661,9.5,,,21.1,1
150,9.4707686388,9.4,,,21.3,1
151,9.405596121,9.4,,,21.4,2
152,9.3421745209,9.3,,,21.6,1
153,9.2789614383,9.2,,,21.7,2
154,9.2154725619,9.2,,,21.9,1
155,9.1535178361,9.1,,,22,1
156,9.0920372226,9,,,22.1,1
157,9.0313125921,9,,,22.2,1
158,8.9711093698,8.9,,,22.4,2
159,8.9131570098,8.9,,,22.5,1
160,8.8551903766,8.8,,,22.7,1
161,8.7973600064,8.7,,,22.8,1
162,8.7411337316,8.7,,,22.9,1
163,8.684999047,8.6,,,23,1
164,8.6310776705,8.6,,,23.2,2
165,8.5776912615,8.5,,,23.4,1
166,8.5236190553,8.5,,,23.6,2
167,8.469753023,8.4,,,23.8,1
168,8.4178235207,8.4,,,23.9,1
169,8.3666302046,8.3,,,24,1
170,8.3160181094,8.3,,,24.1,1
171,8.2652180847,8.2,,,24.3,1
172,8.2157342946,8.2,,,24.5,2
173,8.1659207109,8.1,,,24.7,1
174,8.1164184341,8.1,,,24.9,2
175,8.0687317598,8,,,25.1,1
176,8.0204686964,8,,,25.3,1
177,7.9739575019,7.9,,,25.4,1
178,7.9266762117,7.9,,,25.5,1
179,7.8815124465,7.8,,,25.8,1
180,7.8362940343,7.8,,,25.9,1
181,7.7925843869,7.7,,,26,1
182,7.7480088764,7.7,,,26.2,1
183,7.704106924,7.7,,,26.4,2
184,7.6592338372,7.6,,,26.7,1
185,7.6171023585,7.6,,,26.9,2
186,7.5750461673,7.5,,,27.1,1
187,7.5340170756,7.5,,,27.4,2
188,7.4934622715,7.4,,,27.6,1
189,7.4520565955,7.4,,,27.9,1
190,7.4114444499,7.4,,,28,1
191,7.3704870325,7.3,,,28.1,1
192,7.3294839303,7.3,,,28.4,1
193,7.2904009674,7.2,,,28.6,1
194,7.2508658287,7.2,,,28.7,1
195,7.2132669454,7.2,,,28.9,1
196,7.1759733875,7.1,,,29.2,2
197,7.1399138559,7.1,,,29.5,1
198,7.1013290918,7.1,,,29.8,1
199,7.0655920105,7,,,29.9,1
200,7.0283965891,7,,,30.1,1
201,6.9920065133,6.9,,,30.4,1
202,6.9558969051,6.9,,,30.5,1
203,6.9200581994,6.9,,,30.7,1
204,6.8836080486,6.8,,,31,1
205,6.8496971988,6.8,,,31.2,1
206,6.8163470458,6.8,,,31.3,1
207,6.7826147231,6.7,,,31.6,1
208,6.7490685843,6.7,,,32,2
209,6.7160589388,6.7,,,32.3,1
210,6.6829004541,6.6,,,32.7,2
211,6.650521647,6.6,,,33,1
212,6.6180206229,6.6,,,33.4,1
213,6.5859708276,6.5,,,33.6,1
214,6.5542475942,6.5,,,33.7,1
215,6.5228240652,6.5,,,34.1,1
216,6.4919026482,6.4,,,34.4,1
217,6.4606689056,6.4,,,34.5,1
218,6.430887386,6.4,,,34.9,1
219,6.4008342933,6.4,,,35.3,2
220,6.3706213413,6.3,,,35.7,1
221,6.3422846607,6.3,,,36.1,1
222,6.3134965714,6.3,,,36.2,1
223,6.284400768,6.2,,,36.6,1
224,6.2558611021,6.2,,,37,1
225,6.2274926193,6.2,,,37.2,1
226,6.1989505955,6.1,,,37.5,1
227,6.1708332677,6.1,,,37.9,1
228,6.1427869578,6.1,,,38.3,1
229,6.1152447926,6.1,,,38.4,1
230,6.0880528357,6,,,38.9,1
231,6.0609822074,6,,,39.4,2
232,6.0339027024,6,,,39.9,1
233,6.0077250655,6,,,40.4,1
234,5.9811769023,5.9,,,40.6,1
235,5.9546485027,5.9,,,41,1
236,5.9284870315,5.9,,,41.5,1
237,5.902785888,5.9,,,41.8,1
238,5.8777368868,5.8,,,42.1,1
239,5.8521745025,5.8,,,42.7,1
240,5.828072016,5.8,,,43.2,1
241,5.8031643366,5.8,,,43.3,1
242,5.7793739413,5.7,,,43.9,1
243,5.7550461303,5.7,,,44.6,2
244,5.7301933432,5.7,,,45.2,1
245,5.7059672825,5.7,,,45.9,1
246,5.6822356838,5.6,,,46.1,1
247,5.6585688713,5.6,,,46.6,1
248,5.6352559041,5.6,,,47.3,1
249,5.6118525332,5.6,,,47.7,1
250,5.588205695,5.5,,,48.1,1
251,5.5650944288,5.5,,,48.9,1
,0,0,,,49.4,1
,1153.25625947,1153.2,,,49.7,1
,926.012958873,926,,,50.5,1
,758.653778449,758.6,,,51.3,2
,545.527267879,545.5,,,52.2,1
,544.926090809,544.9,,,53.1,1
,463.175182841,463.1,,,53.3,1
,431.045241245,431,,,54.1,1
,416.916591712,416.9,,,55,1
,375.470075742,375.4,,,55.5,1
,382.985901427,382.9,,,56,1
,379.703831953,379.7,,,57.1,1
,365.476098846,365.4,,,57.9,1
,359.85697356,359.8,,,58.2,1
,338.017093585,338,,,59.3,1
,328.227914739,328.2,,,60.5,2
,313.481856612,313.4,,,61.7,1
,311.031735906,311,,,63,1
,310.986820891,310.9,,,63.3,1
,316.922917168,316.9,,,64.3,1
,306.713828806,306.7,,,65.7,1
,313.172116721,313.1,,,66.4,1
,311.964829051,311.9,,,67.1,1
,316.349941287,316.3,,,67.7,2
,319.542855508,319.5,,,68,1
,318.558258541,318.5,,,68.3,1
,318.291570434,318.2,,,68.4,3
,315.451394058,315.4,,,68.5,1
,316.190080482,316.1,,,68.6,1
,314.347327496,314.3,,,68.7,4
,312.625931028,312.6,,,68.9,1
,317.18716083,317.1,,,69,1
,311.564467169,311.5,,,69.1,2
,310.844328419,310.8,,,69.2,1
,309.588297169,309.5,,,69.5,2
,308.352675975,308.3,,,69.8,1
,309.684103285,309.6,,,69.9,1
,309.190916133,309.1,,,70.2,1
,308.941941612,308.9,,,70.3,3
,307.100081358,307.1,,,70.7,1
,305.937051711,305.9,,,70.9,1
,303.377515097,303.3,,,71.1,2
,302.935158061,302.9,,,71.2,1
,302.01617844,302,,,71.5,1
,303.240118721,303.2,,,71.7,1
,302.621603504,302.6,,,71.8,1
,302.30848484,302.3,,,71.9,1
,300.689172611,300.6,,,72.1,1
,301.085208806,301,,,72.3,1
,301.2263822,301.2,,,72.5,1
,301.994175617,301.9,,,72.7,1
,301.375419882,301.3,,,73.1,1
,301.901676085,301.9,,,73.5,2
,301.384215084,301.3,,,73.6,2
,301.2279193,301.2,,,73.9,1
,301.708991508,301.7,,,74.1,2
,301.405095065,301.4,,,74.4,4
,301.713045054,301.7,,,74.5,2
,302.173421743,302.1,,,74.6,1
,302.484184571,302.4,,,74.8,1
,302.595624699,302.5,,,75.1,1
,303.021593983,303,,,75.3,2
,302.383244416,302.3,,,75.4,1
,302.424287584,302.4,,,75.5,2
,302.434683189,302.4,,,75.6,1
,300.956525316,300.9,,,75.7,1
,298.205495002,298.2,,,76.2,2
,293.078596346,293,,,76.4,1
,285.481213401,285.4,,,76.6,1
,275.424562115,275.4,,,77,1
,263.474086702,263.4,,,77.1,1
,250.086397749,250,,,77.2,2
,235.983649464,235.9,,,77.3,1
,221.738541515,221.7,,,77.5,1
,207.984669737,207.9,,,77.6,1
,195.354418109,195.3,,,77.8,1
,184.094331974,184,,,78,2
,174.005874736,174,,,78.2,1
,164.827811995,164.8,,,78.4,1
,156.439717314,156.4,,,78.5,1
,148.830781647,148.8,,,79,1
,141.927684168,141.9,,,79.1,1
,135.636563416,135.6,,,79.3,1
,129.879493661,129.8,,,79.5,2
,124.591240662,124.5,,,79.6,2
,119.716778977,119.7,,,79.7,2
,115.20937013,115.2,,,79.9,2
,111.029059168,111,,,80,2
,107.141487068,107.1,,,80.1,2
,103.516944204,103.5,,,80.2,2
,100.129609642,100.1,,,80.4,1
,96.9569350654,96.9,,,80.5,1
,93.9791422194,93.9,,,81,1
,91.1788102105,91.1,,,81.1,1
,88.5405344521,88.5,,,81.4,1
,86.0506431571,86,,,81.5,2
,83.6969603574,83.6,,,81.6,1
,81.4686067802,81.4,,,81.7,1
,79.3558317081,79.3,,,81.8,1
,77.3498703404,77.3,,,81.9,1
,75.4428222551,75.4,,,82,2
,73.6275474173,73.6,,,82.1,2
,71.8975768483,71.8,,,82.2,1
,70.2470355984,70.2,,,82.5,1
,68.6705760921,68.6,,,82.6,1
,67.1633202516,67.1,,,82.7,2
,65.7208090779,65.7,,,82.8,2
,64.3389585926,64.3,,,82.9,1
,63.0140212246,63,,,83.2,2
,61.7425518698,61.7,,,83.5,3
,60.5213779799,60.5,,,83.6,2
,59.3475731316,59.3,,,83.7,1
,58.2184336123,58.2,,,83.8,2
,57.13145763,57.1,,,84,3
,56.0843268084,56,,,84.1,2
,55.0748896808,55,,,84.3,1
,54.1011469354,54.1,,,84.4,1
,53.1612381978,53.1,,,84.8,1
,52.2534301685,52.2,,,84.9,1
,51.3761059547,51.3,,,85.3,1
,50.5277554601,50.5,,,85.4,1
,49.70696671,49.7,,,85.6,1
,48.9124180093,48.9,,,85.7,2
,48.1428708412,48.1,,,85.8,1
,47.3971634242,47.3,,,86,2
,46.6742048607,46.6,,,86.5,1
,45.9729698117,45.9,,,86.6,2
,45.2924936451,45.2,,,87,1
,44.6318680085,44.6,,,87.2,1
,43.9902367836,43.9,,,87.8,2
,43.3667923847,43.3,,,87.9,1
,42.7607723682,42.7,,,88.2,1
,42.1714563212,42.1,,,88.4,2
,41.5981630052,41.5,,,88.5,1
,41.0402477289,41,,,88.7,1
,40.4970999294,40.4,,,89,1
,39.9681409439,39.9,,,89.3,1
,39.4528219529,39.4,,,89.6,1
,38.9506220808,38.9,,,89.9,1
,38.4610466398,38.4,,,90.2,1
,37.9836255048,37.9,,,90.9,2
,37.517911607,37.5,,,91.1,1
,37.0634795381,37,,,91.5,1
,36.619924254,36.6,,,91.7,1
,36.1868598707,36.1,,,92.2,2
,35.7639185445,35.7,,,92.4,2
,35.35074943,35.3,,,92.5,1
,34.9470177097,34.9,,,92.6,1
,34.5524036886,34.5,,,92.7,1
,34.1666019503,34.1,,,92.9,2
,33.7893205683,33.7,,,93,1
,33.4202803699,33.4,,,93.1,1
,33.0592142466,33,,,93.6,2
,32.7058665099,32.7,,,93.9,3
,32.3599922871,32.3,,,94,3
,32.0213569555,32,,,94.2,1
,31.6897356117,31.6,,,94.3,2
,31.3649125734,31.3,,,94.4,1
,31.0466809118,31,,,94.6,1
,30.7348420115,30.7,,,95,1
,30.4292051578,30.4,,,95.1,2
,30.1295871472,30.1,,,95.2,1
,29.8358119215,29.8,,,95.3,1
,29.5477102227,29.5,,,95.7,1
,29.265119268,29.2,,,95.8,1
,28.9878824428,28.9,,,95.9,1
,28.7158490115,28.7,,,96.2,1
,28.448873844,28.4,,,96.4,1
,28.1868171579,28.1,,,96.7,1
,27.929544274,27.9,,,96.9,2
,27.6769253859,27.6,,,97.1,1
,27.4288353412,27.4,,,97.9,1
,27.1851534352,27.1,,,98.1,1
,26.9457632147,26.9,,,98.2,1
,26.7105522928,26.7,,,98.4,1
,26.4794121726,26.4,,,98.5,1
,26.2522380805,26.2,,,98.7,2
,26.028928808,26,,,99.1,1
,25.8093865609,25.8,,,99.4,2
,25.5935168172,25.5,,,99.5,1
,25.3812281907,25.3,,,99.7,1
,25.1724323023,25.1,,,100.1,1
,24.9670436575,24.9,,,100.2,1
,24.7649795295,24.7,,,100.9,1
,24.566159848,24.5,,,101,1
,24.3705070935,24.3,,,101.1,1
,24.1779461968,24.1,,,101.8,1
,23.9884044423,23.9,,,102.5,1
,23.8018113773,23.8,,,102.6,3
,23.6180987239,23.6,,,103.5,3
,23.4372002961,23.4,,,104.3,1
,23.2590519205,23.2,,,105.2,1
,23.0835913599,23,,,105.5,1
,22.910758241,22.9,,,105.8,1
,22.7404939853,22.7,,,106.1,1
,22.5727417429,22.5,,,107,1
,22.4074463288,22.4,,,107.1,1
,22.244554163,22.2,,,107.6,1
,22.0840132121,22,,,107.9,2
,21.925772934,21.9,,,108,2
,21.769784225,21.7,,,108.1,2
,21.6159993689,21.6,,,108.2,2
,21.4643719884,21.4,,,108.3,1
,21.3148569982,21.3,,,108.6,1
,21.1674105608,21.1,,,108.7,4
,21.021990043,21,,,108.8,1
,20.8785539756,20.8,,,108.9,1
,20.7370620132,20.7,,,109,4
,20.5974748968,20.5,,,109.1,1
,20.4597544174,20.4,,,109.2,1
,20.3238633811,20.3,,,109.7,1
,20.1897655758,20.1,,,109.8,3
,20.0574257385,20,,,110,1
,19.926809525,19.9,,,110.1,1
,19.79788348,19.7,,,110.3,2
,19.6706150081,19.6,,,110.7,1
,19.5449723471,19.5,,,110.8,1
,19.4209245409,19.4,,,111,2
,19.2984414144,19.2,,,111.2,2
,19.1774935489,19.1,,,111.5,1
,19.0580522587,19,,,111.7,1
,18.9400895684,18.9,,,111.8,1
,18.8235781906,18.8,,,111.9,2
,18.7084915057,18.7,,,112.1,1
,18.5948035407,18.5,,,112.2,3
,18.4824889506,18.4,,,112.3,1
,18.3715229987,18.3,,,112.4,4
,18.2618815389,18.2,,,112.5,3
,18.1535409982,18.1,,,112.6,2
,18.0464783597,18,,,112.7,6
,17.940671146,17.9,,,112.8,2
,17.8360974042,17.8,,,112.9,1
,17.73273569,17.7,,,113,4
,17.6305650534,17.6,,,113.1,2
,17.5295650244,17.5,,,113.2,2
,17.4297155996,17.4,,,113.3,3
,17.3309972285,17.3,,,113.4,1
,17.2333908012,17.2,,,113.5,2
,17.1368776359,17.1,,,113.6,3
,17.0414394668,17,,,113.7,3
,16.947058433,16.9,,,113.8,1
,16.8537170669,16.8,,,113.9,4
,16.7613982837,16.7,,,114,2
,16.6700853708,16.6,,,114.1,3
,16.579761978,16.5,,,114.3,2
,16.4904121075,16.4,,,114.5,1
,16.4020201043,16.4,,,114.6,4
,16.3145706476,16.3,,,114.7,2
,16.2280487413,16.2,,,114.8,1
,16.142439706,16.1,,,115,3
,16.0577291702,16,,,115.2,2
,15.9739030626,15.9,,,115.3,1
,0,0,,,115.4,1
,1072.38052948,1072.3,,,115.6,1
,741.61984871,741.6,,,115.7,2
,622.718056409,622.7,,,115.8,2
,526.782687643,526.7,,,116,1
,484.148737476,484.1,,,116.1,1
,423.936578066,423.9,,,116.2,1
,392.012078115,392,,,116.4,1
,364.220057108,364.2,,,116.6,1
,339.93463424,339.9,,,116.7,1
,325.883414736,325.8,,,116.8,2
,324.864879731,324.8,,,117,2
,298.417919096,298.4,,,117.2,2
,289.792325359,289.7,,,117.9,1
,281.582827759,281.5,,,118.4,1
,271.209674422,271.2,,,118.5,1
,259.890847463,259.8,,,118.6,1
,251.906312195,251.9,,,118.8,1
,246.077257422,246,,,119,1
,246.018292003,246,,,119.5,1
,228.948368354,228.9,,,119.7,1
,229.200962663,229.2,,,120.1,1
,231.390722949,231.3,,,120.4,1
,222.423020391,222.4,,,120.5,1
,225.648309906,225.6,,,120.6,1
,209.713117941,209.7,,,121,1
,214.653441345,214.6,,,121.2,1
,207.203603572,207.2,,,121.3,2
,205.845885594,205.8,,,121.4,5
,201.053241399,201,,,121.6,1
,202.044052889,202,,,121.7,2
,193.927885286,193.9,,,121.8,1
,192.063113562,192,,,122,1
,193.02232443,193,,,122.3,2
,198.895702137,198.8,,,122.5,2
,188.105555948,188.1,,,122.7,2
,193.546680313,193.5,,,123.2,1
,186.792743236,186.7,,,123.3,1
,187.958492923,187.9,,,123.4,1
,187.101016574,187.1,,,123.7,4
,187.708217721,187.7,,,123.8,4
,184.770127456,184.7,,,123.9,2
,186.005998423,186,,,124,1
,181.426647264,181.4,,,124.1,3
,185.979776767,185.9,,,124.2,1
,182.798190832,182.7,,,124.3,1
,179.34252895,179.3,,,124.4,2
,175.626264805,175.6,,,124.5,2
,170.688726123,170.6,,,124.6,1
,171.324946382,171.3,,,124.8,2
,170.090164508,170,,,124.9,2
,170.637509837,170.6,,,125.2,1
,167.184167248,167.1,,,125.3,1
,164.516693655,164.5,,,125.4,1
,162.467093398,162.4,,,125.5,2
,161.06321127,161,,,125.6,2
,159.379274388,159.3,,,125.7,1
,161.166755231,161.1,,,125.9,1
,162.961780025,162.9,,,126.1,2
,161.470569307,161.4,,,126.5,1
,157.846156863,157.8,,,126.6,1
,153.783276006,153.7,,,127.1,1
,150.6158063,150.6,,,127.4,2
,151.488914752,151.4,,,127.9,3
,148.707412822,148.7,,,128,1
,149.703410486,149.7,,,128.5,1
,149.237982516,149.2,,,128.6,1
,147.454637353,147.4,,,128.7,2
,146.83436199,146.8,,,128.8,2
,146.53430727,146.5,,,129.1,1
,146,146,,,129.3,1
,145.001955468,145,,,129.7,2
,142.599768154,142.5,,,129.8,1
,143.167687124,143.1,,,129.9,2
,140.711336294,140.7,,,130,1
,143.237577088,143.2,,,130.3,1
,143.040170057,143,,,130.8,1
,141.25818644,141.2,,,131.3,1
,141.607192528,141.6,,,131.8,1
,141.396387336,141.3,,,132,1
,140.573629428,140.5,,,132.1,1
,137.600274999,137.6,,,132.4,1
,137.762694515,137.7,,,132.7,1
,135.634090277,135.6,,,132.8,1
,134.815236264,134.8,,,133.9,1
,134.208559926,134.2,,,134.1,1
,136.986551219,136.9,,,134.2,1
,135.615252154,135.6,,,134.8,1
,136.876057517,136.8,,,135.2,1
,138.455992532,138.4,,,135.3,1
,136.905861186,136.9,,,135.5,2
,135.235385514,135.2,,,135.6,3
,135.558458572,135.5,,,135.9,1
,135.326390168,135.3,,,136.3,1
,136.485549977,136.4,,,136.4,1
,135.95487417,135.9,,,136.8,1
,133.90024253,133.9,,,136.9,2
,132.897484721,132.8,,,137,1
,132.09490171,132,,,137.3,1
,130.394635416,130.3,,,137.6,1
,129.199022997,129.1,,,137.7,1
,129.961428647,129.9,,,138.4,1
,130.893320015,130.8,,,138.5,1
,128.811048934,128.8,,,139,2
,127.932468602,127.9,,,139.9,1
,128.757329521,128.7,,,140,1
,128.572654141,128.5,,,140.5,1
,128.897620055,128.8,,,140.6,1
,127.973530046,127.9,,,140.7,2
,128.083018771,128,,,140.8,1
,126.101917926,126.1,,,141.2,1
,125.665969312,125.6,,,141.3,1
,125.989928685,125.9,,,141.6,2
,124.858434621,124.8,,,141.9,1
,125.504876092,125.5,,,142,1
,124.966437338,124.9,,,142.5,1
,124.311374786,124.3,,,143,1
,124.439905704,124.4,,,143.1,1
,123.867321694,123.8,,,143.2,2
,125.490657352,125.4,,,143.4,1
,125.203444213,125.2,,,144.2,1
,124.888475814,124.8,,,144.8,1
,123.824550841,123.8,,,145,1
,124.117655819,124.1,,,146,2
,124.568786991,124.5,,,146.5,2
,124.412825412,124.4,,,146.8,1
,123.909738635,123.9,,,147.4,1
,124.048346678,124,,,148.2,1
,123.736632155,123.7,,,148.7,1
,124.254946977,124.2,,,148.8,1
,125.343879604,125.3,,,149.1,1
,124.121439144,124.1,,,149.2,1
,124.666510155,124.6,,,149.7,1
,123.804936314,123.8,,,149.9,1
,122.348928087,122.3,,,150,1
,121.441104559,121.4,,,150.6,1
,121.418447981,121.4,,,151.4,1
,121.651911366,121.6,,,151.8,1
,122.56428995,122.5,,,153.5,1
,123.758925456,123.7,,,153.6,1
,122.7172594,122.7,,,153.7,1
,122.317799831,122.3,,,154.6,1
,121.704923392,121.7,,,155.5,1
,121.77158731,121.7,,,156.4,1
,121.44534008,121.4,,,157.4,1
,122.027776392,122,,,157.8,1
,121.860359269,121.8,,,158,1
,121.333212434,121.3,,,159.3,1
,121.261775616,121.2,,,159.4,1
,120.631987613,120.6,,,160.4,1
,121.446854114,121.4,,,161,1
,120.559579648,120.5,,,161.1,1
,121.090594629,121,,,161.2,1
,119.508021783,119.5,,,161.4,2
,118.834480942,118.8,,,162.2,1
,118.575686578,118.5,,,162.4,1
,117.083909825,117,,,162.9,1
,116.699075977,116.6,,,163,1
,117.088073452,117,,,163.2,1
,115.727102482,115.7,,,163.5,2
,115.417534671,115.4,,,163.7,1
,116.180721903,116.1,,,164.4,1
,116.883397752,116.8,,,164.5,1
,116.704249178,116.7,,,164.8,3
,117.260050262,117.2,,,165.4,1
,116.408641511,116.4,,,165.7,1
,116.25005555,116.2,,,166,1
,115.749933798,115.7,,,166.8,1
,115.626197231,115.6,,,167.1,1
,115.224813268,115.2,,,167.5,1
,114.39416284,114.3,,,167.9,1
,114.534818247,114.5,,,168,1
,114.649785566,114.6,,,168.5,1
,115.072556987,115,,,170,1
,115.019395611,115,,,170.1,1
,114.004271927,114,,,170.6,2
,113.602169072,113.6,,,171.3,1
,113.277720023,113.2,,,172.4,1
,113.361055319,113.3,,,174,1
,113.11975205,113.1,,,174.8,1
,112.752347451,112.7,,,175.6,1
,112.476600229,112.4,,,177.2,1
,113.289447921,113.2,,,177.6,1
,113.03194348,113,,,179.3,1
,112.837628504,112.8,,,179.7,1
,113.736568251,113.7,,,181.4,1
,112.997676491,112.9,,,181.7,1
,113.116315189,113.1,,,182.3,1
,113.048280493,113,,,182.7,1
,113.002917998,113,,,184,1
,112.299105382,112.2,,,184.7,1
,112.406335913,112.4,,,185,1
,112.269927681,112.2,,,185.9,1
,112.747149862,112.7,,,186,1
,113.008933257,113,,,186.7,1
,113.411119809,113.4,,,187.1,1
,113.969136678,113.9,,,187.5,1
,113.943115659,113.9,,,187.7,2
,113.878615579,113.8,,,187.9,1
,113.956696718,113.9,,,188.1,1
,114.64727211,114.6,,,190,1
,115.094102442,115,,,190.5,1
,114.83882834,114.8,,,192,1
,114.73632548,114.7,,,193,1
,114.167885509,114.1,,,193.4,1
,114.144713345,114.1,,,193.5,1
,114.067963558,114,,,193.9,1
,113.788887289,113.7,,,195.3,1
,113.613343487,113.6,,,196.4,1
,113.3560531,113.3,,,196.9,1
,113.589697907,113.5,,,198.8,1
,112.593090581,112.5,,,199.5,1
,112.290511073,112.2,,,201,1
,112.896607369,112.8,,,202,1
,112.758900558,112.7,,,202.7,1
,112.798925728,112.7,,,203.6,1
,112.655645008,112.6,,,203.7,1
,112.57951343,112.5,,,204,2
,111.953865818,111.9,,,204.2,1
,112.186943837,112.1,,,205,1
