0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,1
8,1
9,2
10,2
11,3
12,3
13,4
14,4
15,5
16,6
17,6
18,7
19,8
20,10
21,10
22,11
23,12
24,14
25,15
26,16
27,18
28,19
29,21
30,23
31,24
32,26
33,28
34,30
35,31
36,33
37,35
38,38
39,40
40,43
41,45
42,47
43,49
44,52
45,55
46,59
47,61
48,63
49,67
50,70
51,74
52,77
53,80
54,84
55,87
56,91
57,95
58,98
59,103
60,107
61,110
62,115
63,120
64,125
65,129
66,133
67,137
68,143
69,148
70,153
71,158
72,163
73,169
74,175
75,182
76,188
77,194
78,201
79,207
80,213
81,220
82,227
83,233
84,241
85,248
86,256
87,264
88,272
89,279
90,287
91,296
92,305
93,313
94,321
95,332
96,340
97,349
98,360
99,371
